ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight(kg),Length(cm),Width(cm),Height(cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
277874345,simple,7694863176791,Đèn Pha LED Ô Tô - Xe Máy H4 36W: Siêu Sáng Với 3 Nhiệt Màu AUTO Tiết Kiệm Năng Lượng Loại Tốt,1,0,visible,,"ĐẶC BIỆT : Không cần độ chế , cắt dây , chi cẩn cắm vào thay bóng như đèn zin của xeĐèn led này có thể sử dụng cả điện máy và điện bình ắc quyNên đối với các bạn lắp cho xe máy mua về tháo đèn zin ...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,295000,295000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/35/5b/59/dbccc0e18809b04c5ba5861fab13b2d0.jpg,,,,,,,,,0
276853295,simple,9082132007232,"Hạt giống Xà Lách các loại, nảy mầm tốt, dễ trồng, nhanh thu hoạch, cây khỏe - Hạt giống Rạng Đông",1,0,visible,,HẠT GIỐNG RẠNG ĐÔNG – GIỐNG TỐT CHO MÙA BỘI THU.      HƯỚNG DẪN TRỒNG CƠ BẢN   Cách 1: Ngâm hạt giống với nước ấm 1 giờ trước khi ủ.   Ủ hạt: làm ẩm khăn sau đó cho hạt vào ủ luôn. Hạt cải...,,2025-12-03,taxable,,1,,,no,no,,,,,1,,11900,11900,,,,https://salt.tikicdn.com/cache/750x750/ts/product/23/a1/e7/26443ed51af75167c373d48e695e2427.jpg,,,,,,,,,0
,simple,,,1,0,visible,,,,,taxable,,,,,no,no,,,,,1,,,,,,,,,,,,,,,,0
276950025,simple,2247601019617,Bộ hộp cơm giữ nhiệt LocknLock Tower Vacuum Lunch Box - LHC8058 - Hàng chính hãng,1,0,visible,,"Nắp vặn với hệ thống Interlock: Dễ dàng lưu trữ đồ ăn, vận chuyển nhiều hộp cùng lúc và tiết kiệm không gian.Nắp vặn có vòng đệm Silicone: Đảm bảo độ kín, chống rò rỉ.Tay cầm tiện lợi: Tay cầm PTE c...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,320000,718000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/41/26/05/edfbdd3ba218e9a4ce2ca05d6cb0c45f.jpg,,,,,,,,,0
277860856,simple,9194721960038,Thiết Bị Tiết Kiệm Điện Thông Minh Nhật Bản – Bí Kíp Vàng Cho Mọi Gia Đình Việt,1,0,visible,,Thiết Bị Tiết Kiệm Điện Nhật Bản Cao Cấp – Cách Giảm Điện Hiệu Quả 20% Mà Bạn Nên Biết!Bạn đang đau đầu vì tiền điện mỗi tháng tăng cao mà không biết nguyên nhân? Hãy để thiết bị tiết kiệm điện thô...,,2025-12-03,taxable,,1,,,no,no,,,,,1,,199000,199000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/22/9c/7e/e223aaed0f88c94432195c173b6f55fb.jpg,,,,,,,,,0
276666250,simple,1330109746205,"Khăn giấy cuộn đa năng lau bếp bát đĩa đồ gia dụng kích thước 20x25cm thấm hút tốt, dai khó rách, có thể tái sử dụng",1,0,visible,,"Khăn giấy cuộn đa năng lau bếp bát đĩa đồ gia dụng kích thước 20x25cm thấm hút tốt, dai khó rách, có thể tái sử dụng  Thông Tin Sản Phẩm: Khăn giấy cuộn đa năng 40-50 tờKích thước sản phẩm: 20x2...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,22000,33000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/8a/a5/39/090298cfb3c092cfab7b29751e8d3ab0.jpg,,,,,,,,,0
276409127,simple,9774799581980,Giá Đựng Sách Để Bàn Deli - Kệ Chia 4 Ngăn Văn Phòng Học Sinh Sinh Viên - Chặn Sách Nhiều Ngăn Giúp Sắp Xếp Tài Liệu,1,0,visible,,"TÍNH NĂNG SẢN PHẨM:️Giúp lưu trữ sách vở tài liệu, tiết kiệm không gian bàn học bàn làm việc️ Dễ dàng lưu trữ, tiện lợi THÔNG TIN SẢN PHẨM:Tên sản phẩm: Giá chặn sách DeliMã sản phẩm: TB514Màu ...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,89000,171000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/12/5d/ef/9fe9615856c2de231928214b9c55cd58.png,,,,,,,,,0
276463998,simple,3357710749518,COMBO 3 Bóng Giặt Silicon Cầu Gai Chống Nhăn Quần Áo Quả Banh To 5.5CM Hamart Giặt Sạch Vượt Trội,1,0,visible,,"Bóng Giặt Silicon Cầu Gai Chống Nhăn Quần Áo Quả Banh To 5.5CM Hamart Giặt Sạch Vượt Trội1. ĐẶC ĐIỂM NỔI BẬT:- Vật liệu silicone cao cấp với đường kính bóng lớn 5.5 cm, sử dụng lâu dài- Chống nhă...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,45000,84000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/e9/e2/d7/539016156758bb5c91319e37e5e3dcf4.jpg,,,,,,,,,0
276440259,simple,6025853640672,"Bình Gas Bơm Bật Lửa Bluesky 5 Đầu Bơm Dung Tích 150gr/275ml Siêu Tiện Dụng, Bình Bơm Gas Bật Lửa Hàn Quốc",1,0,visible,,"- Đối với những loại bật lửa đắt tiền bạn nên sử dụng những loại Gas tốt không tạp chất để đảm bảo cho bật lửa và cho chính bạn. Bình gas cho bật lửa sau khi bơm, nạp gas vào hộp quẹt, bật lửa rất nhạ...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,65000,65000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/9d/82/ed/3a840f0ed317862fe5e8626311aed2bd.jpg,,,,,,,,,0
277470440,simple,2690621485997,Bình Nước Thuỷ Tinh Kèm Nắp Pha Trà Thông Minh Cao Cấp Có Lọc Trà Inox Sang Trọng Tặng Túi Chống Nóng Quai Đeo,1,0,visible,,"Bình nước thủy tinh 750,1000,1200,1500ml tiện lợi, có lọc bã trà, tặng kèm túi vải cách nhiệt*Lưu ý: Phần Lọc trà dài ngắn theo đợt hàngĐẢM BẢO Bình nước thủy tinh ĐẸP HƠN - TRONG HƠN, MƯỢT HƠN VÀ K...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,75000,89000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/4b/ef/b3/834a8823e7dc56785b86aee7c345d58b.jpg,,,,,,,,,0
276025123,simple,7855665961646,Chảo inox 3 lớp nguyên khối Elmich Trimax EL 3846OL16 size 16cm,1,0,visible,,Đặc điểm sản phẩmCông nghệ mới 3 lớp liền thân bền bỉ thách thức thời gian: Cấu tạo 3 lớp liền thân dày dặn – sự kết hợp hoàn hảo của 3 lớp kim loại để tối ưu hiệu quả của từng loại chất liệuLớp tr...,,2025-12-03,taxable,,1,,,no,no,,,,,1,,366000,650000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/f3/c5/2b/2c6d3ca24673c167cbb8710bc5bf656c.jpg,,,,,,,,,0
277835691,simple,6733441872832,Nồi phủ sứ chống dính Elmich Olive Classic EL- 5535OV - Hàng chính hãng,1,0,visible,,"Câu Chuyện Sản Phẩm Olive – biểu tượng của sự trường tồn và sức khỏe, luôn gắn liền với chiều dài lịch sử và truyền thống văn hóa của người dân Địa Trung Hải. Qua hàng thế kỷ, olive không chỉ là m...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,304000,500000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/1c/06/8f/4512f897a66a19e2e3f5b1a12c3686ff.jpg,,,,,,,,,0
275929239,simple,4913952912515,Bình nước thủy tinh Elmich EL-8350T052 dung tích 520ml,1,0,visible,,"Đặc điểm nổi bậtThiết kế thời trang, hiện đại Chất liệu thủy tinh cao cấp, tuyệt đối an toàn với sức khỏe Dung tích lớn đáp ứng nhu cầu sử dụng Nắp đóng/mở dễ dàng, chống tràn tuyệt đối Miệng bì...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,269000,310000,,,,https://salt.tikicdn.com/cache/750x750/media/catalog/producttmp/a9/01/5c/60124846def8dbffa5e02e9f53ee0bd3.png,,,,,,,,,0
277579187,simple,9235158882658,"Nắp Đậy Cống Thoát Nước Chống Mùi Hôi, Côn Trùng - Chuyên Dùng Cho Sàn Nhà Tắm, Nhà Vệ Sinh - HÀNG CHÍNH HÃNG MINIIN",1,0,visible,,"Nắp Đậy Cống Thoát Nước Chống Mùi Hôi, Côn Trùng - Chuyên Dùng Cho Sàn Nhà Tắm, Nhà Vệ SinhNắp đậy cống thoát nước chống mùi hôi và ngăn côn trùng là giải pháp hiệu quả cho các vấn đề liên quan đến ...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,29000,29000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/4b/8e/c5/d2277c33a3abb4074d8a34a283aa2eb0.png,,,,,,,,,0
275246659,simple,2655185633747,"Nệm Trải Sàn, Đệm, Topper Hàng Xuất Nhật 1Mx2M, 1M2X2M, 1M4x2M, 1M6x2M, 1M8X2M Dày 9CM Tặng Kèm Drap Nệm",1,0,visible,,"CAM KẾT: Cam kết đổi trả nếu hàng không giống mô tả và hoàn tiền 100% nếu sản phẩm lỗi.────()()()────()()()────Cấu tạo nệmLớp áo ngoài: Sử dụng sợi vải cotton dệt mật độ cao có tính kháng bụi, chống ...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,548000,700000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/40/e8/89/93d3159531ce2adbcae160f4823ade97.jpg,,,,,,,,,0
275374645,simple,9157060773345,Cốc giữ nhiệt inox 304 Elmich EL8345 dung tích 480ML - Hàng Chính Hãng,1,0,visible,,"Chất Liệu Inox 304 – Bền Bỉ và An Toàn:Thân cốc được làm từ inox 304, chất liệu chống ăn mòn và an toàn cho sức khỏeVỏ Inox Sơn Tĩnh Điện – Đẳng Cấp và Chống Trầy xước:Với lớp vỏ inox sơn tĩnh điện, s...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,149000,390000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/2b/1d/bd/5423d42a062b2355da77809294fb3cb5.png,,,,,,,,,0
275059035,simple,5983279524305,Bình giữ nhiệt Metro Cafe Tumbler LocknLock LHC4357 - Dung tích 500ml - Phủ sứ,1,0,visible,,- Bình giữ nhiệt Metro Cafe Tumbler LHC4357 LocknLock - Dung tích 500ml  - Thép không gỉ 304 phủ sứ: Sử dụng hợp vệ sinh và giữ được trọn vẹn hương vị các loại đồ uống- Miệng cốc rộng: Dễ dàng thêm đ...,,2025-12-03,taxable,,1,,,no,no,,,,,1,,436000,628000,,,,https://salt.tikicdn.com/cache/750x750/media/catalog/producttmp/97/0a/9d/f5da03a44676c0a048201c12e2aa4041.jpg,,,,,,,,,0
275570185,simple,9902790305117,Bình đựng thức ăn giữ nhiệt inox 304 Elmich EL8336 dung tích 800ml,1,0,visible,,"Đặc điểm nổi bậtThiết kế nhỏ gọn, tinh tếChất liệu inox 304 tuyệt đối an toàn cho sức khỏe.Giữ nóng hoàn hảo 10 tiếng với lớp chân không cách nhiệtBảo toàn vitamin và dưỡng chất có trong món ăn....",,2025-12-03,taxable,,1,,,no,no,,,,,1,,326000,750000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/37/b5/fe/305140da23c109ba80ef34eed7653b67.png,,,,,,,,,0
274823198,simple,8748684264070,Ổ Cắm Điện Mở Rộng Xoay 180 Độ,1,0,visible,,Đóng gói:  1 ổ điện mở rộng (3 phích cắm)️ Tính năng Ổ điện mở rộng với 3 phích cắm giúp bạn sử dụng được nhiều thiết bị hơn mà không tốn nhiều diện tích như ổ cắm thông thường. Đầu cắm có thể xoay ...,,2025-12-03,taxable,,1,,,no,no,,,,,1,,18000,18000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/87/ff/34/798e32e4e95d0c884f56f4cfd9869fad.jpg,,,,,,,,,0
274957678,simple,8267328393679,Bình giữ nhiệt Flexi Sunhouse 920 ml Sunhouse KS-TU920,1,0,visible,,"Thiết kế trẻ trung, hiện đại với quai xách tiện lợiBình giữ nhiệt Flexi Sunhouse 920 ml Sunhouse KS-TU920 có thiết kế trẻ trung với màu xanh nhẹ nhàng, kiểu dáng thon gọn kèm quai xách mềm, tiện...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,149000,190000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/0d/8e/e8/4778429f952bc242c294e675e6c09c1e.jpg,,,,,,,,,0
273247047,simple,1558233995914,Cốc giữ nhiệt inox 304 Elmich EL8309 dung tích 900ml - Hàng Chính Hãng,1,0,visible,,"Thông tin sản phẩm– Thiết kế nắp bật chắc chắn, nước ko bị đổ ra ngoài, màu sắc cá tính, phù hợp với cả 2 giới– Chất liệu inox 304 an toàn tuyệt đối cho sức khỏe.– Cách nhiệt tuyệt đối bằng chân khôn...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,299000,559000,,,,https://salt.tikicdn.com/cache/750x750/media/catalog/producttmp/12/31/40/0b47be53ac828587196d966115043721.png,,,,,,,,,0
272484435,simple,2728990108038,Đồng hồ treo tường kim trôi không ồn minimalist phong cách tối giản trang trí phòng khách Bảo hành 12 tháng Deli,1,0,visible,,Đồng hồ treo tường kim trôi không ồn minimalist phong cách tối giản trang trí phòng khách Bảo hành 12 tháng DeliĐẶC ĐIÊM NỔI BẬT- Chất liệu và trang trí: Đồng hồ treo tường theo phong cách tối giản ...,,2025-12-03,taxable,,1,,,no,no,,,,,1,,199000,387000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/f0/13/50/f112aaa14d6bce73a41376cff6eeabe1.jpg,,,,,,,,,0
271079046,simple,9170111379805,Đũa gỗ Nhật Bản vỉ 5 đôi KOKUSAI NDCK,1,0,visible,,"Thương hiệu: KokusaiĐặc điểm sản phẩm:Đũa gỗ Nhật Bản vỉ 5 đôi Kokusai 23.5cm NDCK - Thành phần: Gỗ hồng quý hiếm không chứa BPA, PVC, PHT. - Kích thước: 23.5cm - Dễ lau rửa - Chống trơn trượt : Thi...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,101000,134500,,,,https://salt.tikicdn.com/cache/750x750/ts/product/b9/d9/1e/f6c08290cb66f722bd1169b40c115d45.jpg,,,,,,,,,0
253356473,simple,5739043260977,"Pin sạc 9V Beston Li-Ion dung lượng cao, bộ sạc pin vuông dùng cho micro, đồng hồ vạn năng, chuông báo động, đồ chơi",1,0,visible,,"Pin sạc 9V Beston Li-Ion dung lượng cao, bộ sạc pin vuông dùng cho micro, đồng hồ vạn năng, chuông báo động, đồ chơi   Sản phẩm được sản xuất bởi hãng BESTON với 20 năm kinh nghiệm sản xuấ...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,84000,84000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/b0/a2/51/ed524505bc254d628101ee75776997f6.jpg,,,,,,,,,0
249970011,simple,5133998734604,Chảo inox 3 lớp Elmich EL-3846OL Size 24cm,1,0,visible,,"Chất liệu inox 304 cao cấp, tuyệt đối an toànLà dòng chảo không có sơn chống dính nhưng vẫn có thể chiên rán bình thường nếu tôi chảo theo đúng cách và biết cách sử dụng.Chảo inox 3 lớp Elmich EL-38...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,398000,599250,,,,https://salt.tikicdn.com/cache/750x750/media/catalog/producttmp/67/5e/67/5eb8c50f4250e29afe0be82123e85d38.png,,,,,,,,,0
246167979,simple,1924384847270,"Cây chà sàn nhà tắm, chổi cọ sàn và gạt nước 2 trong 1, cọ sạch khe hẹp và góc tường – Parroti Easy ES04",1,0,visible,,"Chổi cọ sàn vệ sinh Parroti Easy ES04 được thiết kế thông minh, đầu cọ cực kỳ linh hoạt giúp cọ sạch các vị trí khe hẹp hoặc góc tường một cách dễ dàng, cây chổi làm bằng nhôm chống rỉ cao c...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,159000,159000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/4b/0f/5b/5c567a947917c49978b0b760d7aece0a.jpg,,,,,,,,,0
276121888,simple,1854346110106,"Ống hút inox LocknLock loại ống hút thẳng, ống hút cong, cọ rửa ống hút - JoyMall",1,0,visible,,"Ống hút inox Lock&Lock loại ống hút thẳng, ống hút cong, cọ rửa ống hút - JoyMallKích thước: ống thẳng: 21.5x0.6cmChất liệu: Inox không gỉ, nặng tay và chắc chắn hơn các loại ống hút thông thườn...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,5000,10000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/07/53/d4/5fd9111c9d0ebc78a33ba257ccd3978a.jpg,,,,,,,,,0
226036802,simple,4185734327530,Bình Giữ Nhiệt LocknLock 550ml LHC3249,1,0,visible,,"Đặc điểm nổi bậtBình Giữ Nhiệt LocknLock 550ml LHC3249 với thiết kế nắp mở một chạm dễ dàng, chỉ cần đẩy nhẹ sang trái để mở khóa đồng thời mở nắp.Miệng cốc rộng dễ dàng thêm đá viên và chùi rửa bê...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,339000,622000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/19/72/f8/840328a80c3cf004f6404640aa9d3c4d.jpg,,,,,,,,,0
275892618,simple,3924489285338,"Khăn giấy treo tường 1280 tờ/4 lớp Topgia dạng rút tiện lợi cao cấp, tiết kiệm, an toàn kèm móc treo (Thùng 4 gói) 157x175cm",1,0,visible,,"- Nguyên liệu: 100% bột gỗ nguyên chất- Sản phẩm 4K: Không chất tẩy trắng (hàm lượng dưới mức cho phép), không chất bảo quản, không hương liệu (mùi tự nhiên), không ô nhiễm môi trường- Giấy có độ da...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,162000,199000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/44/5a/e0/531533b5a2a1b484632100d6b368fab8.jpeg,,,,,,,,,0
202805931,simple,3285690474360,Bộ Hộp Cơm Giữ Nhiệt Hút Chân Không Lock&Lock NVY-4 - LHC8052S01,1,0,visible,,"Bộ Hộp Cơm Giữ Nhiệt Hút Chân Không Lock&Lock NVY-4 - LHC8052S01 - Nắp phủ nhựa TPE chống trượt, dễ dàng mở nắp.Hộp giữ nhiệt hút chân không với miệng rộng giúp cho thức ăn vào một cách đơn g...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,1179000,1699000,,,,https://salt.tikicdn.com/cache/750x750/media/catalog/producttmp/04/82/bd/c8e51a26427c2487d26b5c0809f8184a.jpg,,,,,,,,,0
201040332,simple,5132413023149,Bình giữ nhiệt LocknLock Riga Tumbler Vietnam Edition LHC4160 897ml,1,0,visible,,Đặc điểm nổi bậtBình giữ nhiệt LocknLock Riga Tumbler Vietnam Edition LHC4160 897ml có khả năng giữ nóng lên đến 16 giờ với nhiệt độ nước trên 60℃ và giữ lạnh trong suốt 25 giờ với nhiệt độ nước đ...,,2025-12-03,taxable,,1,,,no,no,,,,,1,,401000,736000,,,,https://salt.tikicdn.com/cache/750x750/media/catalog/producttmp/a3/7e/1d/19e96d6e4284bc3d5b9d45e3280425b2.jpg,,,,,,,,,0
195111062,simple,8298402058489,Chảo chống dính Inox đáy từ nguyên khối đáy liên Elmich Trimax Classic EL-2702OL size 24cm,1,0,visible,,"Chảo chống dính Inox đáy từ nguyên khối đáy liên Elmich Trimax Classic EL-2702OL có cấu tạo 2 lớp thân đáy liền bắt nhiệt nhanh, tỏa nhiệt đềuThân chảo Trimax classic có cấu tạo 2 lớp dày dặn:Chống...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,365000,950000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/e1/29/21/452477e30a8dcf24b7f1e742403a62c3.jpg,,,,,,,,,0
276023808,simple,7488300687917,Lô 4 cuộn túi rác tiện dụng Inochi - Soji : 25 Lít (54 x 70cm),1,0,visible,,"Lô túi rác tiện dụng Inochi (4 cuộn) là sản phẩm thiết thực và thân thiện với mọi gia đình, mang lại sự gọn gàng và tiện lợi trong việc quản lý rác thải hàng ngày. Với thiết kế thông minh, sản phẩm ph...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,39500,71000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/e8/0e/b4/97bfe8ff2a1b5d9a296c38e5cfc4e9d5.jpg,,,,,,,,,0
178068439,simple,7963044276394,"Khăn giấy cuộn đa năng, lau bếp, lau kính, chén bát, lau tay (50 khăn/cuộn, 25cm x25cm) - Parroti Bingo NG01",1,0,visible,,"Khăn giấy cuộn đa năng, lau bếp, lau kính, lau chén bát, lau tay - Parroti Bingo NG01Khăn giấy cuộn đa năng, lau bếp, lau kính, lau chén bát, lau tay - Parroti Bingo NG01 với khả năng ba...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,89000,89000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/1e/1e/90/4a224446b545611a4825c0dd78a5aa67.jpg,,,,,,,,,0
195109415,simple,2566430088910,"Bộ nồi Inox dập nguyên khối Elmich Trimax Classic EL-2110OL Size 18, 20, 24, chảo 26cm",1,0,visible,,"Chất liệu inox 304 cao cấpBộ nồi sử dụng chất liệu lớp trong cùng là inox 304 cao cấp an toàn cho thực phẩm. Inox 304 được khẳng định là hợp kim inox tuyệt vời, có khả năng chống oxi hóa cao. Hợp kim...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,2090000,3899000,,,,https://salt.tikicdn.com/cache/750x750/media/catalog/producttmp/f7/83/26/63c82f21261db908c65d8e0dad707da1.png,,,,,,,,,0
134853385,simple,3955416830218,Bình giữ nhiệt LocknLock Feather Light Ring 460ml,1,0,visible,,"Đặc điểm nổi bậtBình giữ nhiệt Lock&Lock Feather Light Ring LHC4244 có cấu tạo 4 lớp với lớp trong cùng và ngoài cùng được làm bằng thép không gỉ SUS304,2 lớp giữa là lớp mạ đồng và lớp chân khô...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,328000,601000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/50/63/93/1a36846b71342c99672988a21426f791.jpg,,,,,,,,,0
207658196,simple,3458164537760,0.5kg túi zipper chỉ đỏ đựng thực phẩm,1,0,visible,,"Túi zip có đặc điểm là dai, bền, được thiết kế có khóa miết do vậy ta có thể dán kín miệng túi mà không cần dùng chun hay dây để buộc túiTúi zip được dùng để đựng rất nhiều loại đồ dùng khác nhau nh...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,39000,39000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/5f/6b/00/1449fb682ee655344d121bf518cacec8.jpg,,,,,,,,,0
145696370,simple,6397603352391,Bộ lau nhà xoay 360 độ Sunhouse KS-CL330S,1,0,visible,,Thùng giặt bằng nhựa chắc chắnBộ lau nhà xoay 360 độ SUNHOUSE KS-CL330S được thiết kế tiện dụng với thùng vắt làm bằng nhựa tổng hợp với 2 màu sắc bắt mắt là xanh lá cây và màu tím. Kích thước phù hợ...,,2025-12-03,taxable,,1,,,no,no,,,,,1,,336000,406000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/82/d5/e8/7e56e3d5b7df3b066802e6c4d98ba8e7.png,,,,,,,,,0
225915431,simple,9195486774842,"5 Viên Pin CR2032 3V Panasonic Lithium thay pin Smartkey , Cmos , Pin thay Airtag - Hàng chính hãng",1,0,visible,,Hàng năm có khoảng 600 triệu viên pin bị vứt bỏ. Số lượng pin này xếp dài ra sẽ tương đương quãng đường từ Anh sang Úc!Pin có nhiều loại với nhiều kích thước khác nhau: Có viên pin có kích thước chỉ n...,,2025-12-03,taxable,,1,,,no,no,,,,,1,,75000,75000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/a1/1f/95/d1b7de1071d058a44fa1dc956487d167.png,,,,,,,,,0
277821949,simple,3689565834789,"Bộ dao, thìa, dĩa Elmich EL0002/0005  - Hàng chính hãng",1,0,visible,,"Bộ dao, thìa, dĩa Elmich EL0002/0005 - Hàng chính hãngBộ dao, thìa, dĩa ăn bít tết Elmich EL0005TDD1Thông tin sản phẩm ‘- Chất liệu cao cấp: Chất liệu inox 304 cao cấp với bề mặt sáng bóng, tạo ...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,96000,249000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/e7/fd/cc/0b9c4c294beb6c3ed80893141011457b.jpg,,,,,,,,,0
277836058,simple,3745912500005,Bình giữ nhiệt LocknLock Simple Coffee Pot 1.9L - 2 Màu - LHC1481,1,0,visible,,"* Màu sắc: Hồng( Pik) ,Xám đậm(DGRY)* Chất liệu:- Thân bình : thép không gỉ - Vành miệng bình: Nhựa Pp- Nắp : Nhựa PP- Ron: Sillicone LƯU Ý KHI SỬ DỤNG:- Rửa sạch sản phẩm lần đầu và sau mỗi lần sử ...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,694000,1078000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/e5/bc/ba/a3257c2fba976bfea71a680ae9b9f481.png,,,,,,,,,0
101866291,simple,7147276642588,"Bộ điều khiển Tivi, Máy lạnh [từ xa bằng điện thoại] Hunonic IR Smart | Điều khiển Tất cả các thiết bị Hồng ngoại từ xa",1,0,visible,,"BỘ ĐIỀU KHIỂN HUNONIC IR SMART – ĐIỀU KHIỂN TOÀN BỘ THIẾT BỊ HỒNG NGOẠI TRONG NHÀ CHỈ BẰNG MỘT CHIẾC ĐIỆN THOẠI.+ Bạn có thấy phiền khi đi kèm với mỗi cái Tivi, máy lạnh là một cái remote?+ ...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,195000,195000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/23/8c/94/1fe3cf4aec3facafdeccc7718c2b4d72.jpg,,,,,,,,,0
275376787,simple,2160938192634,Vòi rửa chén nóng lạnh KG95 cao cấp cần lò xo bẻ xoay 360 dễ sử dụng inox304 - Hàng chính hãng,1,0,visible,,"- Được thiết kế hiện đại,cần gạt nước dễ cầm nắm tạo vẻ hiện đại cho không gian nhà bạn.Vòi nước có thể xoay 360 độ với những lỗ nhỏ tạo lực đẩy mạnh nhưng lại vô cùng tiết kiệm nước-Sản xuất bằ...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,379000,390000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/f9/b9/70/7382def33a0cbc0aa7b9afed4134ae96.jpeg,,,,,,,,,0
278012121,simple,4435872790926,"Gối chữ U làm bằng mút hoạt tính, gối kê cổ dễ thương dùng để máy bay, xe hơi, du lịch, kê cổ cổ gối ngủ trưa văn phòng-GC876348",1,0,visible,,"Gối chữ U làm bằng mút hoạt tính, gối kê cổ dễ thương dùng để máy bay, xe hơi, du lịch, kê cổ cổ gối ngủ trưa văn phòng-GC876348...",,2025-12-03,taxable,,1,,,no,no,,,,,1,,170000,340000,,,,https://salt.tikicdn.com/cache/750x750/ts/product/65/98/27/94f72128967a43301a9332cd1bcc807c.jpg,,,,,,,,,0
278121699,simple,1777815253566,[TẶNG TÚI HÚT] Máy Hút Chân Không Thực Phẩm Không Kén Túi LM666 Công Suất Cao Tặng Kèm Ống Hút Thực Phẩm Tiện Lợi,1,0,visible,,MÁY HÚT CHÂN KHÔNG – GIẢI PHÁP BẢO QUẢN THỰC PHẨM HIỆU QUẢTẶNG KÈM TÚI VÀ ỐNG HÚT CHÂN KHÔNGCông suất mạnh mẽ 120WLực hút cực đại -80kPa | 15L/phútTặng kèm ống hút chân không – Hút được thực phẩm ...,,2025-12-03,taxable,,1,,,no,no,,,,,1,,749000,1348200,,,,https://salt.tikicdn.com/cache/750x750/ts/product/0a/38/75/f90f320b048f7e0d94caffea9297f801.jpg,,,,,,,,,0
